495,0.16346153846153846	0.4512532602113416	93.42	93.59
496,0.1641025641025641	0.4385671007569714	93.58	93.7
497,0.16474358974358974	0.425717474165857	93.74	93.87
498,0.16538461538461538	0.4281984172136056	93.78	93.9
499,0.16602564102564102	0.45254977398747814	93.5	93.76
500,0.16666666666666666	0.4769885816820525	93.2	93.45
501,0.1673076923076923	0.46209215770021955	93.26	93.47
502,0.16794871794871793	0.4711592115631661	93.25	93.31
503,0.1685897435897436	0.456803969008167	93.46	93.69
504,0.16923076923076924	0.4469852600098542	93.35	93.6
505,0.16987179487179488	0.4270188709346736	93.7	93.93
506,0.17051282051282052	0.4171393093690503	94.0	94.07
507,0.17115384615384616	0.4046827807883429	94.16	94.34
508,0.1717948717948718	0.4071694055662953	94.07	94.15
509,0.17243589743589743	0.41789610091360974	93.99	94.1
510,0.17307692307692307	0.40164786488938925	94.16	94.3
511,0.1737179487179487	0.3847834188547097	94.27	94.51
512,0.17435897435897435	0.3774593469649387	94.42	94.59
513,0.175	0.3673053019684953	94.6	94.72
514,0.17564102564102563	0.39143535051244827	94.27	94.47
515,0.1762820512820513	0.3749904868030534	94.53	94.69
516,0.17692307692307693	0.36139564060341756	94.66	94.9
517,0.17756410256410257	0.39122100824763184	94.35	94.67
518,0.1782051282051282	0.3920823303396575	94.35	94.61
519,0.17884615384615385	0.3929712772043748	94.36	94.56
520,0.1794871794871795	0.38226438907737426	94.44	94.61
521,0.18012820512820513	0.3921342894961761	94.31	94.43
522,0.18076923076923077	0.4121473682709371	93.94	94.2
523,0.1814102564102564	0.43565050965055635	93.79	94.1
524,0.18205128205128204	0.41210380015314824	93.98	94.26
525,0.18269230769230768	0.40242691742056863	94.2	94.29
526,0.18333333333333332	0.39390032851697054	94.25	94.48
527,0.183974358974359	0.3867175841634861	94.44	94.67
528,0.18461538461538463	0.3818936345700681	94.5	94.57
529,0.18525641025641026	0.3865815868102001	94.45	94.5
530,0.1858974358974359	0.3784402506455504	94.48	94.6
531,0.18653846153846154	0.3574772235539754	94.77	94.99
532,0.18717948717948718	0.36821772553976834	94.65	94.77
533,0.18782051282051282	0.369143508270635	94.7	94.77
534,0.18846153846153846	0.36275568634263977	94.78	94.87
535,0.1891025641025641	0.3510581992409163	94.93	95.0
536,0.18974358974358974	0.36529925123366824	94.78	94.97
537,0.19038461538461537	0.3539242464021331	94.78	95.0
538,0.191025641025641	0.3466116129973174	95.0	95.13
539,0.19166666666666668	0.3286170951045707	95.32	95.35
540,0.19230769230769232	0.3483772038590107	95.06	95.31
541,0.19294871794871796	0.33213764597915607	95.06	95.3
542,0.1935897435897436	0.3396812796524504	95.08	95.28
543,0.19423076923076923	0.3455628643287146	95.09	95.27
544,0.19487179487179487	0.333599085952863	95.27	95.36
545,0.1955128205128205	0.3358522739081608	95.2	95.36
546,0.19615384615384615	0.3239176958810212	95.33	95.44
547,0.1967948717948718	0.3134806336484279	95.48	95.57
548,0.19743589743589743	0.29785046208619376	95.64	95.8
549,0.19807692307692307	0.3174213528786793	95.5	95.52
550,0.1987179487179487	0.3311565565585836	95.33	95.42
551,0.19935897435897437	0.3459937270073325	95.14	95.25
552,0.2	0.344652790550849	95.14	95.25
